ID,x,y,說明
1693,121.024769,24.811926,a
1694,121.02398,24.812601,b
1695,121.027364,24.810647,a
1696,121.0334,24.807849,b
1697,121.022585,24.811634,a
1698,121.026292,24.816519,b
1699,121.032536,24.823337,a
1700,121.032536,24.823337,b
1701,121.022328,24.811343,a
1702,121.026292,24.816519,b
1703,121.026292,24.816519,a
1704,121.022328,24.811343,b
1705,121.028748,24.809964,a
1706,121.024769,24.811926,b
1707,121.024769,24.811926,a
1708,121.016593,24.83019,b
1709,121.028748,24.809964,a
1710,121.028956,24.819032,b
1711,121.013297,24.822003,a
1712,121.018801,24.819239,b
1713,121.018801,24.819239,a
1714,121.025689,24.826549,b
1715,121.03207,24.806204,a
1716,121.027828,24.813884,b
1717,121.026943,24.811667,a
1718,121.022659,24.809391,b
1719,121.027364,24.810647,a
1720,121.022659,24.809391,b
1721,121.033839,24.822889,a
1722,121.029415,24.807014,b
1723,121.015339,24.822034,a
1724,121.022589,24.821032,b
1725,121.03232,24.808176,a
1726,121.024334,24.809363,b
1727,121.02383,24.813131,a
1728,121.051579,24.77134,b
1729,121.024334,24.809363,a
1730,24.891874,120.973604,b
1731,24.879013,120.999638,a
1732,24.881155,121.001801,b
1733,24.768374,121.000381,a
1734,24.777451,121.090202,b
1735,24.776338,120.997322,a
1736,24.900945,120.992334,b
1737,24.876584,120.993859,a
1738,24.885259,121.010374,b
1739,24.891874,120.973604,a
1740,24.869344,120.988509,b
1741,24.757807,121.092429,a
1742,24.837737,120.999435,b
1743,24.881064,121.000131,a
1744,24.877933,121.005526,b
1745,24.872855,120.981509,a
1746,24.884824,121.001232,b
1747,24.874406,120.994497,a
1748,24.77332,121.000218,b
1749,24.874655,120.986418,a
1750,24.88157,121.005175,b
1751,24.783261,121.075247,a
1752,24.77513,121.06128,b
1753,24.864199,120.990751,a
1754,24.77825,121.076755,b
1755,24.777451,121.090202,a
1756,24.881074,121.000088,b
1757,24.902108,120.988413,a
1758,24.829106,121.012947,b
1759,24.78413,121.091166,a
1760,24.894386,121.011515,b
1761,24.764635,121.088864,a
1762,24.881064,121.000102,b
1763,24.876623,120.993948,a
1764,24.713988,121.114351,b
1765,24.864199,120.990751,a
1766,24.875956,120.996718,b
1767,24.877523,120.984558,a
1768,24.881078,121.001832,b
1769,24.764212,121.002906,a
1770,24.909467,120.97412,b
1771,24.901061,120.987691,a
1772,24.777451,121.090202,b
1773,24.87132,120.998329,a
1774,24.87132,120.998329,b
1775,24.777451,121.090202,a
1776,24.864199,120.990751,b
1777,24.864199,120.990751,a
1778,24.893292,121.005754,b
1779,24.88157,121.005199,a
1780,24.774521,120.990888,b
1781,24.778291,121.092575,a
1782,24.705344,121.182288,b
1783,24.900309,120.986989,a
1784,24.876959,120.996237,b
1785,24.892641,120.987378,a
1786,24.880929,121.005668,b
1787,24.869724,120.991311,a
1788,24.880929,121.005668,b
1789,24.776629,121.089425,a
1790,24.743411,121.105754,b
1791,24.759502,121.091796,a
1792,24.774711,121.073964,b
1793,24.773413,121.081883,a
1794,24.79012,121.074817,b
1795,24.743686,121.135787,a
1796,24.705606,121.105988,b
1797,24.730014,121.088928,a
1798,24.869389,120.991706,b
1799,24.835,121.021558,a
1800,24.773188,121.082457,b
1801,24.743899,121.085088,a
1802,24.704639,121.182853,b
1803,24.737069,121.123236,a
1804,24.714052,121.113828,b
1805,24.770613,121.105057,a
1806,24.701371,121.18169,b
1807,24.715314,121.125523,a
1808,24.865107,120.987016,b
1809,24.90147,120.983491,a
1810,24.87829,121.005874,b
1811,24.875966,120.996713,a
1812,24.778212,121.076766,b
1813,24.776585,121.078428,a
1814,24.903889,120.986676,b
1815,24.725272,121.131259,a
1816,24.735005,121.11999,b
1817,24.882756,120.994008,a
1818,24.882015,120.986967,b
1819,24.877831,121.010343,a
1820,24.911455,120.97923,b
1821,24.909982,120.976222,a
1822,24.870399,120.996999,b
1823,24.894136,120.989085,a
1824,24.736323,121.123342,b
1825,24.880912,121.001779,a
1826,24.902118,120.988391,b
1827,24.888146,121.018202,a
1828,24.887193,120.95731,b
1829,24.869464,120.99607,a
1830,24.876565,120.993934,b
1831,24.77419,121.080169,a
1832,24.888945,120.980386,b
1833,24.888945,120.980386,a
1834,24.761389,120.978657,b
1835,24.837552,121.010243,a
1836,24.885489,120.996613,b
1837,24.870095,120.999159,a
1838,24.743935,121.085122,b
1839,24.870706,120.986873,a
1840,24.778412,121.091023,b
1841,24.880742,121.007986,a
1842,24.863064,120.991422,b
1843,24.776003,121.077782,a
1844,24.869493,120.996082,b
1845,24.729732,121.002994,a
1846,24.877362,120.997542,b
1847,24.87163,120.997854,a
1848,24.920449,120.981614,b
1849,24.925663,120.987773,a
1850,24.875531,120.998037,b
1851,24.874034,120.99712,a
1852,24.870192,120.995476,b
1853,24.884422,120.990474,a
1854,24.930545,121.029499,b
1855,24.877665,120.997036,a
1856,24.876032,120.992701,b
1857,24.877554,120.997346,a
1858,24.911393,120.981069,b
1859,24.911039,120.976897,a
1860,24.873278,121.025604,b
1861,24.868838,120.991504,a
1862,24.870809,120.991492,b
1863,24.86939,120.991685,a
1864,24.870574,120.993488,b
1865,24.867517,120.990745,a
1866,24.87467,120.986402,b
1867,24.910508,120.992493,a
1868,24.901616,120.988417,b
1869,24.9019,120.984779,a
1870,24.875491,120.998028,b
1871,24.778445,121.077457,a
1872,24.779963,121.07705,b
1873,24.774271,121.080165,a
1874,24.766586,121.080613,b
1875,24.7514,121.097921,a
1876,24.705711,121.181559,b
1877,24.707668,121.178777,a
1878,24.704226,121.180987,b
1879,24.621802,121.115527,a
1880,24.721213,121.136529,b
1881,24.72374,121.130466,a
1882,24.717019,121.141069,b
1883,24.718454,121.141758,a
1884,24.751981,120.991803,b
1885,24.732944,121.003136,a
1886,24.712456,120.99579,b
1887,24.749904,121.043919,a
1888,24.757406,120.981605,b
